stimulus,1223_2636,1224_2642,1228_2674,1229_2683,1230_2680,1238_2578,1241_2583,1242_2582,1243_2580,1247_2590,1248_2587,1251_2589,1253_2592,1256_2601,1257_2600,1258_2598,1263_2603,1264_2602,1265_2605,1272_2607,1275_2613,1276_2612,1277_2616,1278_2617,1280_2620,1283_2634,1285_2635,1286_2632,1287_2633,1288_2640,1291_2643,1293_2639,1294_2646,1297_2676,1298_2645,1300_2649,1303_2653,1304_2655,1307_2659,1308_2658,1312_2663,1317_2661,1318_2662,1319_2665,1320_2666,1321_2672,1322_2673,1324_2682,1327_2687,1329_2685,1334_2692,1335_2691,1337_2698,1338_2697,1342_2703,1343_2704,1347_2710,1349_2712,1350_2716,1354_2719,1355_2718,1364_2747,1366_2753,1373_2764,1374_2754,1383_2744,1387_2758,1389_2768,1390_2767,1391_2773,200_2596,376_2701,390_2678,411_2614,418_2668,419_2715,425_2763,436_2714,454_2721,457_2604,471_2675,486_2679,500_2594,503_2618,505_2772,524_2599,551_2700,552_2722,582_2766,586_2667,587_2695,596_2591,603_2708,609_2689,617_2702,630_2706,643_2574,646_2595,651_2575,678_2684,700_2693,710_2709,724_2774,779_2621,864_2677,mean
a36f581eeb,22.8390,36.9040,32.7638,38.6820,26.5792,33.1342,32.4679,23.2471,40.5268,25.7481,,32.7944,30.0000,54.1089,,27.2965,33.4664,73.3788,40.2337,,28.5857,28.3861,20.0624,25.9309,43.6527,56.0987,30.0000,25.1109,163.1462,32.1617,40.2608,35.7305,24.4949,23.6931,22.1846,44.5068,21.6725,21.6025,26.1008,27.0031,35.8100,27.2438,21.9374,19.0281,27.7849,36.5034,41.5832,51.3370,57.5247,25.5239,23.4965,12.7017,71.8344,59.9667,,,37.0328,24.9557,26.6557,41.0048,35.6115,241.1853,36.4724,23.6643,28.6519,24.8596,47.1257,42.3827,57.7011,,31.2790,59.0428,76.5164,39.8121,38.7776,28.3563,22.7689,38.3080,24.0947,156.8336,53.0064,25.7275,32.9140,70.1249,34.7663,28.7494,55.1856,48.2889,43.8511,42.5572,52.8015,44.5922,30.9996,49.8970,106.1446,1415.6720,31.6228,28.1425,88.2399,,43.3590,21.8849,35.3381,53.9726,239.7522,58.3420
a3fcbe55cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4521,,,,20.1231,,,,,,,,,,,,,,,,,,,,,,,,,,25.8199,28.5680,119.3487,,,,,,,,,,,,,,,,14.0106,,,,,,,,,,90.0000,40.6885,44.1116,,,,,,,,,,,108.7758,,,,,,51.4898
a51ce0b180,,33.2013,,43.8549,26.5779,,,40.6101,44.7643,,,67.2309,31.8748,87.5183,65.9837,,34.9285,194.8897,31.1022,33.3218,26.0342,,18.7345,19.7949,36.7707,69.5081,29.0115,,,,,32.8295,25.4416,23.9792,30.9300,26.1760,24.7552,,30.7257,,24.7016,,16.8523,36.7423,,,,,56.4471,39.7599,21.9188,,100.4543,117.9812,,16.5145,,,21.4659,,,,28.9828,45.2079,,32.1167,,32.0256,40.0735,54.2453,41.3980,47.5556,,,,,,23.4126,,134.0398,55.6258,,,70.3325,51.5500,,102.6748,42.2611,,,48.4149,,45.3178,34.4601,47.6795,2450.4326,,,,59.1454,,27.2210,68.0750,68.9481,,87.2431
a85529978a,,,34.2107,36.6060,19.2507,32.9983,,22.2907,33.4788,34.3996,23.1840,58.3347,33.0289,41.2657,41.1974,42.9810,27.7302,188.5913,51.0534,32.6269,22.2807,18.0739,17.6569,26.7029,41.6333,68.6915,15.9164,32.8529,19.0863,31.8377,35.1878,34.2053,23.2504,28.4149,30.5564,24.5586,19.1721,38.3667,17.1270,28.7078,25.2678,20.6380,18.2574,29.5057,20.6155,,55.1444,,40.0446,23.8200,26.0681,16.3707,51.4045,46.2435,24.5875,16.5552,25.8199,27.5162,31.8591,45.6213,25.3948,49.2805,23.0036,73.6677,33.6918,39.6863,87.5119,26.8742,41.7550,,,42.8296,25.4434,39.6412,37.1291,49.2355,29.5522,14.9191,,138.1166,49.5580,36.6450,41.1783,55.6386,34.3511,36.6804,,39.6266,37.7078,54.0012,43.8055,57.1964,,37.9545,96.7735,2149.3909,,40.7685,51.4976,26.1861,37.9751,19.5789,,56.4905,291.4241,63.9248
a8bffe109a,24.9666,35.4338,25.4951,42.0883,35.8156,,,,,,,,,,,,,,,,,,,,,77.5605,22.8981,27.4176,63.3621,23.9932,41.4729,30.8363,28.9696,23.7309,21.1476,27.4570,24.7487,32.7952,24.7126,58.8563,22.0564,24.4949,16.9439,22.5198,19.5926,41.8268,50.7300,33.9116,56.5938,35.5568,25.9437,36.2316,53.2291,87.5214,29.4485,16.5076,35.8043,23.4009,30.3636,44.6609,27.4431,80.8148,22.6385,19.7484,34.6822,27.6199,102.2283,26.7582,44.1690,39.5330,,52.5357,66.2618,,242.7276,39.3700,27.7389,24.3028,25.6799,,53.0981,27.7302,,,44.0794,,62.0308,44.5720,29.8887,63.4130,43.2400,,43.2163,42.5676,108.5215,498.2383,,,,36.1917,60.7418,43.1215,49.1121,,259.6326,51.5506
ab0bbc1dd1,,,,,46.9042,,,,,,,,,,,,30.8221,,,,31.8852,29.8142,,,,,,,22.0048,,,,,24.1788,,18.6445,,,18.3225,,66.8420,23.6039,,,,,,,,35.8469,20.7364,19.4936,98.5248,,,,,,,,36.9511,,22.3607,,,,,,,,,,,140.1606,,,,,,,,,,,,,,,,,,,,71.4751,,,,,,,,,,,,42.1429
ae43b07857,25.3546,,44.5253,,,29.6407,51.4634,35.2464,39.3043,46.2910,,27.7784,27.5882,,43.4454,41.3889,38.0058,96.8080,31.6914,,31.6564,26.1985,20.0574,17.1131,37.0215,79.4273,31.9254,28.2135,121.7343,,38.5937,26.4575,25.6515,18.1497,21.7945,34.6020,20.9762,39.6354,25.0286,35.1188,35.9166,31.3877,15.3128,22.1880,21.5570,,38.1980,50.5146,80.9396,25.6348,24.4949,14.8455,79.3790,59.6366,,,25.8915,32.9690,21.5689,51.2535,54.4001,423.5036,28.2105,25.0185,28.6081,18.4021,122.8041,34.3063,,,,156.7663,103.8027,,,27.0963,13.2017,34.2261,26.1696,195.9427,,43.3861,36.1478,54.5938,,,49.8569,75.9474,44.2194,46.4066,51.4087,84.9434,26.6083,42.9922,120.4308,1252.2800,,27.6253,77.1693,24.4131,48.1534,,46.2292,,280.3198,66.8472
ae7c54ea84,,33.9116,24.2384,,,,,,32.3046,,24.4949,72.1672,,,81.5158,,,79.0253,54.6476,,19.8680,14.1421,13.3907,,32.1714,,22.0000,20.4124,23.0384,,30.5759,29.1230,20.1660,,21.3037,27.5000,20.4939,,15.6347,,34.5054,29.5099,12.7242,90.0505,,,,,30.4354,21.4591,22.4283,20.1187,,50.6496,,,16.5387,16.6227,16.2481,49.0854,31.9520,,12.7475,,30.8878,28.7096,,23.8048,,,30.4563,,,,35.4668,,24.3374,22.5462,,79.1623,41.0100,,47.5094,81.8165,,27.5839,,45.8258,,73.4228,42.6818,,48.4924,,98.8165,821.8546,29.6883,,,,,,45.6154,,287.4778,54.0408
b2403b4e95,17.6012,,33.4906,,,28.5044,18.7663,,,23.4794,44.1588,,,,,41.6225,,,,,,19.4294,,,,,,23.5112,31.1886,54.3446,24.2248,,,,,,,26.4575,,24.9444,,31.5009,,,23.3396,34.9059,43.8069,59.2613,,,,12.1814,,,,,27.5516,25.9047,,46.0283,23.2085,59.4418,,,26.2557,,70.3641,,,,,,65.6802,41.2647,56.3863,27.7181,29.1738,,22.9762,,,40.4034,32.5648,,,40.9180,,,47.5826,41.6240,,52.9150,,,,,35.4305,33.7332,36.6003,,72.8939,,,,238.3889,41.1756
b3d0524467,20.0510,,34.9358,,,27.6424,19.7861,,,25.1312,24.3487,,,,,41.5665,,,,,,23.3217,,,,,,29.0537,160.9865,29.3877,28.3725,,,,,,,27.4690,,21.1438,,27.7038,,,20.6155,58.0708,43.7526,50.9217,,,,12.0483,,,,,22.3607,19.3125,,33.9316,23.8366,265.5298,,,31.4718,,44.9289,,,,,,81.7177,39.8307,55.4720,30.7179,23.1094,,22.0021,,,44.3686,51.6646,,,22.8522,,,32.0473,43.2724,,55.0881,,,,,35.4196,37.0912,45.3968,,51.0961,,,,223.4557,46.8701
b48a17e304,,28.3473,,42.1110,26.1297,,,23.9270,39.9609,,,35.5213,47.4821,82.2851,92.8541,,40.0780,47.7890,35.2411,25.7121,30.9954,,16.4886,22.2884,40.5990,107.4784,27.3120,,,,,30.4898,25.5527,23.4216,21.9449,32.4491,23.6155,,19.3125,,41.6439,,15.7123,27.2246,,,,,59.1373,28.0624,21.2916,,106.3283,75.4362,43.0458,18.8351,,,28.5115,,,,23.1517,58.2237,,34.0665,,26.1052,41.8149,37.1932,31.1325,50.2253,,,,,,25.2262,,252.8109,38.6123,,,93.6101,42.5812,,103.1988,32.3583,,,42.4632,,46.7039,44.5896,88.0544,1200.4056,,,,19.9341,,33.4741,40.8412,46.7786,,64.0684
b60bf46da7,20.8946,,22.7913,,,32.8449,25.3476,,,56.6863,31.3653,,,,,36.1449,,,,,,28.3881,,,,,,38.4522,21.5166,34.6030,34.3693,,,,,,,27.8388,,26.2467,,27.0801,,,20.8417,35.2910,34.5326,,,,,10.1980,,,,,15.1568,20.2485,,36.0555,31.2250,80.2897,,,38.0191,,32.6464,,,,,,121.0158,32.7395,52.1784,33.5309,21.7798,,44.8975,,,36.9846,62.1668,,,34.8807,,,48.6141,56.0844,,69.6932,,,,,76.8628,35.1352,40.0000,,91.8729,,,,277.0242,45.4543
b7a9ae39d9,,28.7711,,42.2295,32.0936,,,23.2289,29.6470,,,36.5148,59.5496,61.8675,82.5984,,28.5549,72.1271,49.3745,28.4445,25.4058,,17.6298,23.5702,44.2352,199.7301,27.3446,,,,,41.4327,24.6841,24.6369,22.8891,30.9031,22.9492,,23.4057,,17.2548,,19.5461,27.2718,,,,,87.6546,24.8424,22.0880,,78.7991,102.0893,30.6139,15.8114,,,32.0156,,,,28.6938,77.9277,,34.0656,,30.8482,39.4335,40.8359,35.3553,126.4484,,,,,,26.1329,,443.9727,45.0925,,,59.5102,45.2016,,97.4850,98.0450,,,48.2046,,33.5998,38.9183,104.2250,285.5578,,,,35.1188,,44.9691,53.7617,58.8486,,57.2796
ba5d65df7e,,30.5742,,,,,,29.5620,42.1307,,,62.6498,19.8524,,37.2949,,27.3861,357.3076,,,19.2354,23.7268,,25.7737,54.7723,75.7816,25.2841,27.4955,20.2073,,30.8221,40.4388,49.9687,19.1485,20.3869,21.9089,12.1268,,17.1998,,37.1291,,17.3205,40.0568,21.3307,28.8097,,,49.7384,26.1406,26.8742,20.0000,60.6141,140.6786,,,,34.3937,28.2843,36.6900,23.9139,79.8958,26.5971,,26.8034,45.5377,46.1552,27.6134,,,,,,,38.9682,,23.9317,24.0442,,,,27.2845,,,41.5057,36.5347,,,33.9730,54.6735,41.5443,,,,96.0168,,,,28.7563,,,,50.1871,,143.9329,44.4304
baseline_8633072397,53.6494,27.0620,30.7975,47.1775,37.0810,36.7801,13.2889,22.6844,60.6977,61.9847,41.7308,25.9047,23.0745,68.5565,102.6716,46.6441,32.7150,198.2115,50.3598,32.7783,34.5011,37.2756,,21.1174,50.4525,65.1428,28.5190,30.8221,127.5562,,42.5273,30.9173,26.1925,18.3402,31.0329,28.6639,17.9078,21.8661,25.5160,23.5230,41.8789,22.9827,18.8562,22.8446,23.2993,59.7469,44.0571,,62.2718,26.1493,20.9762,17.1270,74.8487,61.1465,,38.3988,49.8419,24.0613,27.0185,45.2127,33.4052,533.2975,60.5150,23.6334,33.2499,27.7018,209.6396,35.1188,93.9205,,38.7298,58.5947,39.2578,157.2011,65.0148,47.4769,20.6419,44.1290,32.9140,151.8569,60.6824,170.3882,49.8369,56.4606,23.2085,42.6224,98.2980,43.9155,47.3058,56.2653,59.8195,59.4418,20.7992,66.5296,195.9746,1982.8493,62.9028,34.3026,25.9066,26.5414,43.7944,37.9180,53.1350,69.6599,349.7878,78.0109
baseline_a734855777,39.4941,34.0503,28.2307,50.1229,39.3407,32.2964,40.6810,21.7056,69.4391,87.0026,36.9410,26.5769,19.2507,56.3431,75.5578,40.5962,40.2251,61.9463,50.1350,31.3260,33.6650,46.8199,,21.9589,34.0168,57.1031,28.8675,34.7720,97.0329,,30.2765,35.9365,21.5843,17.0530,25.6865,29.8440,35.0123,37.6350,25.8823,33.4047,58.5364,31.7048,17.7388,27.6364,21.2132,69.1717,47.7883,,78.5562,29.5506,36.2531,27.1448,87.3417,62.2240,,32.0814,42.0995,29.2770,28.3522,44.2320,50.6436,1060.7274,42.0805,29.0644,24.0454,28.2646,297.0634,40.9535,60.4261,,36.0065,46.1938,87.8167,60.6752,50.3919,41.3426,22.7940,46.0000,26.8788,179.6158,63.7664,238.1079,44.3471,49.1389,30.7679,42.5812,71.9508,41.6039,69.1399,51.3242,55.7853,62.1548,39.7983,57.4677,335.7127,767.3256,56.5429,34.1730,22.7694,36.7504,31.9700,43.2854,49.3644,80.8100,219.9026,71.2624
baseline_c3c7193209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2809,,,,,,,,,,32.0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1109,,,54.4671,,,51.4718
baseline_fab46b9478,,,,,,,,,,,,,,,,,33.4166,,,,,,,,,,,,,,29.1204,,,,,31.6228,,,,,,25.8492,,,,,,,,,24.6080,21.3600,,,,,,,,,,,54.9475,44.9722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2371
bbc072ae52,37.9766,,86.9914,,,38.2099,22.3607,,,26.1071,39.2186,,,,,30.7989,,,,,,20.8567,,,,,,31.4362,151.6905,36.5453,32.6867,,,,,,,29.7464,,27.3546,,24.5472,,,21.8849,41.4729,33.1662,,,,,18.1944,,,,,22.9624,26.5072,,58.9041,28.4445,37.0612,,,27.8498,,78.9816,,,,,,151.7822,35.9459,65.5235,27.6729,25.4524,,22.3607,,,49.4822,45.9248,,,33.9550,,,53.1646,107.1521,,60.7179,,,,,27.7910,39.7167,84.7304,,78.3098,,,,264.4685,51.3048
bc859a3dc6,36.2682,33.2455,39.5192,36.9995,33.6425,27.8935,21.6667,19.8860,38.5522,22.9416,28.3772,29.7708,25.6348,51.2468,41.3349,52.5639,27.7917,63.0570,29.0474,30.9751,40.1559,28.4174,16.2186,17.3205,35.8520,85.7940,21.5879,37.1484,201.6072,29.2083,30.4208,34.6790,29.9772,24.1523,20.4613,31.9693,21.2132,31.1769,18.4466,55.1202,39.7831,27.4108,17.3805,24.2015,23.3928,44.3327,39.2604,32.9983,50.9525,21.7879,17.3205,13.2032,76.9725,64.8652,,19.4785,61.8777,30.3261,29.0148,54.2577,37.6032,145.8310,32.1455,23.4521,27.1241,20.5688,201.1783,33.7813,43.1033,48.7462,32.8708,64.5128,76.8579,39.6003,59.6983,36.8006,23.7171,28.6744,31.4643,51.2835,55.2158,25.5417,45.1387,65.2516,34.8876,25.9119,94.1883,86.3548,38.6264,57.7927,49.6272,50.3466,37.7492,37.9693,43.4187,1099.3360,55.3048,27.2336,46.7761,22.7303,40.2803,24.8781,40.3687,64.4802,234.8992,54.3604
bf6b4e013d,27.7980,,32.5918,,,35.8615,21.2132,,,74.0700,29.2421,,,,,37.5500,,,,,,23.4294,,,,,,40.6044,106.1446,26.2342,28.6519,,,,,,,27.9732,,29.6332,,26.8742,,,23.8979,50.5745,40.3887,40.8422,,,,9.2582,,,,,27.1662,25.6089,,51.5752,25.1661,323.9213,,,31.7214,,65.7536,,,,,,136.1670,40.1451,55.5878,35.5903,22.1108,,28.1425,,,46.3543,38.0649,,,32.0342,,,39.7612,54.4059,,42.7317,,,,,23.0560,27.6586,43.2964,,52.1901,,,,327.4176,52.9195
c0b9823c2c,,33.0113,,43.8529,28.6697,,,19.6396,44.3798,,,52.5279,31.9801,49.0198,48.3908,,25.2543,107.1074,46.9302,32.3419,44.8682,,13.6399,22.1051,46.2232,123.8817,26.7955,,,,,47.0162,21.9848,21.4286,16.1015,24.2720,19.6396,,20.0907,,24.7955,,16.5145,26.9990,,,,,65.2087,23.1778,25.9190,,68.8598,69.2820,,18.9828,,,27.1944,,,,23.7635,45.1870,,26.7156,,24.1704,36.0555,44.6681,33.0792,42.9470,,,,,,22.4556,,205.1362,59.0089,,,70.6563,52.4214,,82.9826,45.7496,,,50.4645,,31.3272,43.1325,158.2989,552.8462,,,,25.8199,,32.2976,40.6544,54.7723,,53.0449
c63b2f02e3,23.4521,,26.5047,,,24.0192,17.5000,,,41.0792,18.7393,,,,,53.4739,,,,,,22.4165,,,,,,26.6190,27.9610,35.5903,49.4694,,,,,,,48.7266,,52.6680,,32.3046,,,19.4294,56.5232,36.9362,,,,,9.8319,,,,,29.9205,17.4718,,53.5554,25.6995,74.9444,,,33.0944,,97.1253,,,,,,127.6938,43.3646,43.8662,30.7179,21.1619,,26.3652,,,42.4918,34.6058,,,30.5358,,,42.3627,52.2255,,40.0272,,,,,36.2959,34.2997,27.7849,,73.1437,,,,209.3734,43.5203
c6fab2666b,,25.3311,42.8174,39.6290,31.7888,26.4575,18.9737,23.0458,59.1881,18.2574,,43.5531,43.0891,89.0880,69.2571,43.0946,33.5410,59.5142,28.3923,,30.4594,29.2916,18.4278,17.1594,34.9830,62.1966,26.6833,27.9706,172.7671,25.2841,60.5435,28.6832,26.5853,23.6426,23.5200,28.4856,23.2632,33.6155,17.5764,19.3649,26.2524,21.3037,,23.1741,26.0000,44.3075,47.2077,28.4445,48.4768,25.0483,20.0555,13.9672,91.5885,50.8351,,14.3925,27.4199,20.9129,24.7955,48.0740,26.9258,,26.9408,23.9252,24.8633,21.0291,203.2133,26.1861,42.4825,,50.4101,37.5704,72.5948,46.3681,35.6020,24.0832,,29.2878,22.2928,131.1048,58.1754,,32.1825,76.6252,,35.2767,,36.0060,44.7214,46.3681,41.8330,45.2267,39.8748,79.4057,85.5700,742.0243,32.0894,,58.1065,25.7275,39.4528,30.3488,40.9878,,267.8049,51.4181
c945cf5a10,42.7699,,28.1279,,,31.2371,11.1270,,,29.0767,21.4980,,,,,42.1595,,,,,,20.0734,,,,,,26.1956,172.6475,27.6887,24.5607,,,,,,,26.5274,,20.3200,,20.1509,,,26.7795,55.6232,42.4582,37.6517,,,,16.9706,,,,,19.5078,25.7156,,61.5978,24.5515,324.9011,,,32.7024,,40.9750,,,,,,76.1154,40.2725,50.9575,26.5684,26.5072,,42.9959,,,38.8219,36.2531,,,30.0000,,,39.9166,47.1543,,88.9427,,,,,39.1370,37.3670,48.0327,,61.5681,,,,238.1296,50.5076
c9531205f9,,27.7595,,49.1134,25.1282,,,24.9489,42.7275,,,36.9904,35.1918,66.5919,43.1962,,22.9734,77.9194,35.9825,23.3550,37.4166,,18.0278,18.9875,48.3841,188.3600,32.0972,,,,,44.5346,21.1596,23.7045,13.8243,27.9285,21.5526,,15.9120,,45.4996,,22.9827,28.8345,,,,,58.6475,25.0788,20.4803,,82.3718,80.0822,22.0021,15.5563,,,20.5991,,,,41.7298,19.2424,,32.8416,,44.3250,64.7866,51.3971,45.7513,53.9032,,,,,,21.5639,,254.7112,59.2041,,,64.7548,45.5652,,359.7742,44.8847,,,43.1673,,38.3183,44.9030,172.7263,437.3659,,,,18.0123,,28.3235,46.6190,67.7153,,58.1555
cf0bae566e,26.2274,,22.9548,,,32.9335,30.2214,,,21.9089,37.3688,,,,,39.4875,,,,,,18.8562,,,,,,26.6213,26.5433,28.6356,33.2242,,,,,,,25.5930,,22.3607,,24.4949,,,24.0832,46.5618,30.7435,34.8466,,,,9.5119,,,,,32.1634,24.6577,,40.2906,30.0000,45.1086,,,33.5942,,68.8477,,,,,,105.2946,34.4674,73.7505,37.9777,17.5000,,19.9165,,,51.5590,36.5655,,,63.6723,,,54.1010,59.7985,,53.2795,,,,,20.0000,34.5782,61.8213,,70.9821,,,,216.6544,42.0400
d0c7d476da,,27.5681,,42.0544,32.9619,,,29.4038,37.0901,,,30.4997,33.0868,68.4559,48.9202,,35.9843,268.3592,49.8647,33.4664,30.3412,,15.8114,21.6233,50.8265,57.1621,28.7228,,,,,38.8158,23.1643,24.1030,16.4184,43.1567,20.6351,,21.5689,,27.0801,,20.1311,22.2967,,,,,44.7722,23.6529,25.4109,,77.0382,111.9524,24.8328,13.5647,,,31.4943,,,,19.8326,21.6857,,28.5520,,35.9659,51.9362,42.0978,35.7224,37.9271,,,,,,26.7862,,105.1784,38.9230,,,54.2042,45.6658,,110.0909,42.3333,,,59.2907,,46.9981,44.2554,45.7596,2130.2629,,,,32.6599,,37.2976,36.7658,68.5763,,77.8862
d100a21d44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6821
d4f7d2e773,,,,49.6176,,32.1455,,26.1268,36.1088,28.4605,,29.1865,23.9046,65.6487,,30.2459,23.5797,45.8732,25.0454,,30.4959,25.2573,19.1833,26.9408,37.9593,75.4615,28.4956,22.9129,28.5450,,37.5648,31.9970,34.9635,,24.2437,25.7918,16.5552,21.2132,18.9737,39.4968,36.9175,,18.4391,25.8957,19.4235,,39.5628,43.5890,57.1153,26.7261,22.6608,16.1015,72.3818,92.2515,,17.3205,38.0097,20.0624,,34.8466,27.1360,,,35.5699,25.8389,30.4839,50.5621,,,,,45.7308,,,33.8728,37.8594,,20.3810,31.5096,189.3237,41.6104,29.2404,38.7298,61.7424,,20.2920,,,54.5981,73.3631,,,,36.0555,106.0968,1228.8884,37.9144,,,30.4725,32.0156,,126.2324,53.3114,323.5553,59.8039
d9c98a63c7,,28.6459,,41.7626,35.1918,,,25.9295,43.1338,,,58.4808,38.8691,53.1583,67.8714,,32.5419,66.4759,38.9938,25.8199,27.7434,,21.0357,21.1813,38.1517,227.6852,25.4742,,,,,53.4609,20.4820,24.4474,22.3607,29.6026,26.7606,,22.5093,,38.6455,,23.4233,21.7479,,,,,113.4523,29.9537,15.9545,,41.0930,64.2419,18.2998,15.2315,,,26.5072,,,,26.6458,85.0714,,30.2765,,26.4575,47.2151,66.4316,25.3859,44.7214,,,,,,39.2925,,121.4712,46.2759,,,85.4799,39.1578,,107.4399,40.0657,,,48.5165,,36.9274,30.9162,67.7339,489.6814,,,,26.2043,,27.3861,41.1931,59.7076,,52.2291
dcea3afdd4,,,,,,,,,,,,,,,,,,,,,,43.1277,,,,,,,203.8188,,,,,,,,,,,,,35.5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1517
dd3727d59c,24.1523,,36.0555,,,24.7620,18.3712,,,24.7692,25.7611,,,,,69.8809,,,,,,20.0594,,,,,,35.2721,54.3951,34.5425,45.5733,,,,,,,29.3057,,27.4933,,22.8148,,,19.0394,50.1839,32.6847,59.4282,,,,11.8585,,,,,20.4495,26.2467,,37.9327,31.7329,37.6126,,,28.6190,,97.3163,,,,,,102.7592,36.9685,45.8578,30.4725,24.2329,,26.7914,,,47.1775,42.7575,,,30.4725,,,39.7213,56.7576,,49.0341,,,,,61.2980,40.1170,51.1700,,57.6684,,,,285.6659,44.8917
e4c8ba9819,53.2388,,34.9725,,,30.8844,20.4124,,,25.2488,25.5289,,,,,37.4166,,,,,,28.4149,,,,,,28.8173,21.6375,26.9098,20.4124,,,,,,,31.7662,,23.2737,,32.2252,,,18.2209,39.1918,34.1870,,,,,21.6430,,,,,26.3899,20.0998,,44.9137,29.0320,214.3548,,,29.8209,,54.2396,,,,,,51.6398,44.5058,55.8271,40.5061,26.9408,,17.3205,,,43.7721,29.9382,,,30.5505,,,64.2806,89.3428,,47.1297,,,,,33.0200,54.1043,43.2049,,54.1218,,,,294.3535,46.3677
e57fcb1d9c,,,,38.7298,30.6079,31.8852,20.1606,19.6261,45.5072,,,38.8655,26.1406,55.5171,,28.9087,33.4237,147.6482,48.2889,,33.1662,23.3959,15.4689,19.1107,32.2490,,19.7642,29.8481,149.7498,32.5042,32.6423,44.0959,41.3492,28.3610,18.6271,35.8780,14.1421,23.4521,22.3273,68.9532,57.2647,24.9444,,,25.3546,51.2910,44.2458,30.1511,66.8105,22.9129,23.4233,10.2817,50.9575,83.8429,,15.5456,26.5330,20.9395,24.2899,47.5094,35.7277,51.3160,29.7113,17.3205,31.0567,25.2982,,28.0755,53.4705,,32.3110,53.4338,126.6707,,35.6054,28.7518,20.7614,33.8765,26.7989,170.1406,45.1261,,26.3984,64.8460,,33.6805,,57.8345,32.3265,64.9679,52.4881,,29.7087,35.3351,102.1641,2584.0264,36.4079,,83.1178,35.6263,51.4014,28.9828,51.9013,,275.0385,74.9223
e683a40ca2,28.1315,,39.3976,,,24.7656,18.6848,,,28.4019,21.6478,,,,,36.1231,,,,,,43.2705,,,,,,49.6082,29.4827,39.3052,28.4073,,,,,,,73.4149,,23.3217,,27.1469,,,22.3607,52.4404,38.8844,,,,,13.8444,,,,,23.8048,28.1635,,66.8880,49.4975,102.6767,,,24.0416,,58.1580,,,,,,144.9302,40.8792,64.0523,30.9047,25.3859,,24.0226,,,47.8017,41.6333,,,25.3808,,,53.6449,64.2469,,69.1054,,,,,38.5681,36.0199,47.7261,,70.6624,,,,205.4201,47.0292
e6f9d21647,,29.0537,,42.9618,26.2406,,,19.0059,42.3962,,,108.2638,35.5903,69.8723,53.7454,,24.0066,58.6150,33.5123,25.1812,31.8139,,16.7017,19.6593,40.3192,193.9343,25.6227,,,,,30.0000,35.0849,28.8944,27.1211,57.2058,20.8966,,16.6950,,26.1116,,19.5461,22.5515,,,,,23.8842,29.2499,24.7207,,37.0197,107.8663,20.9762,16.3299,,,21.0533,,,,27.8543,40.2423,,27.9534,,34.4342,30.7002,41.5999,45.7985,47.1699,,,,,,21.2132,,102.4438,59.3570,,,77.2342,43.1061,,108.8207,49.3110,,,43.8122,,39.4853,53.6423,101.5034,151.7481,,,,27.2928,,32.6939,48.1262,54.2128,,45.4338
ea4ee3146c,,27.8260,,36.5670,35.5779,,,27.5000,55.7214,,,34.0014,43.6493,58.3952,68.3407,,27.1570,321.4110,42.3627,23.7722,31.3249,,19.2627,20.0000,28.9334,292.4846,23.2659,,,,,34.3776,25.0454,24.9762,23.8514,28.5418,20.2920,,17.8647,,39.5078,,16.8459,19.8566,,,,,77.5797,26.0566,20.2260,,67.1860,45.7076,36.3187,20.2390,,,20.4553,,,,24.8998,41.7626,,23.7112,,41.4875,49.4845,40.2950,35.7771,47.7659,,,,,,37.5753,,67.7864,45.4888,,,65.4441,55.1032,,66.9188,99.0905,,,53.5490,,33.6865,30.0000,93.9301,254.2359,,,,24.5392,,29.2119,41.0284,77.2820,,51.8448
